EmployeeID;Name;SSN;Salary;Department Name;Staff;Budget
10200;Anton Chigurh;9412541;66808;Sales;FALSE;0
10240;Enola Chivukula;4561779;64786;Production;FALSE;0
10168;Caroline Cierpiszewski;2060018;64816;Production;FALSE;0
10220;Rick Clayton;5520431;68678;IT/IS;FALSE;0
10275;Jennifer Cloninger;6193832;64066;Production;FALSE;0
10269;Phil Close;6998258;59369;Production;FALSE;0
10029;Elijian Clukey;7849730;50373;Production;FALSE;0
10261;James Cockel;1434366;63108;Production;FALSE;0
10292;Spencer Cole;9678349;59144;Production;FALSE;0
10282;Michael Corleone;6567476;68051;Production;FALSE;0
10019;Vito Corleone;9306112;170500;Production;FALSE;0
10094;Lisa Cornett;4708253;63381;Production;FALSE;0
10193;Frank Costello;9607579;83552;IT/IS;FALSE;0
10132;Jean Crimmings;2804417;56149;Production;FALSE;0
10083;Noah Cross;4838818;92329;IT/IS;FALSE;0
10099;Lynn Daneault;6703794;65729;Sales;FALSE;0
10212;Ann Daniele;9951506;85028;IT/IS;FALSE;0
10056;Jene'ya Darson;1872687;57583;Production;FALSE;0
10143;Daniel Davis;3084617;56294;Production;FALSE;0
10311;Randy Dee;3255440;56991;Production;FALSE;0
10070;James DeGweck;7507814;55722;Production;FALSE;0
10155;Keyla Del Bosque;2987042;101199;Software Engineering;FALSE;0
10306;Alex Delarge;3819632;61568;Sales;FALSE;0
10100;Carla Demita;1837144;58275;Production;FALSE;0
10310;Carl Desimone;4868910;53189;Production;FALSE;0
10197;Tommy DeVito;4258458;96820;IT/IS;FALSE;0
10276;Geoff Dickinson;3801798;51259;Production;FALSE;0
10304;Jenna Dietrich;1112281;59231;Sales;FALSE;0
10284;Lily DiNocco;3807902;61584;Production;FALSE;0
10207;Denisa S Dobrin;9840539;46335;Production;FALSE;0
10133;Linda Dolan;2431096;70621;IT/IS;FALSE;0
10028;Eric Dougall;3012398;138888;IT/IS;FALSE;0
10006;Elle Driver;4146714;74241;Sales;FALSE;0
10105;Amy Dunn;1062469;75188;Production;FALSE;0
10211;Amy Dunne;8313976;62514;Production;FALSE;0
10064;Marianne Eaton;4358228;60070;Production;FALSE;0
10247;Jean Engdahl;1225569;48888;Production;FALSE;0
10235;Rex England;6592256;54285;Production;FALSE;0
10299;Angela Erilus;7734069;56847;Production;FALSE;0
10280;Miguel Estremera;7603673;60340;Production;FALSE;0
10296;April Evensen;6259653;59124;Production;FALSE;0
10290;Susan Exantus;2322291;99280;Software Engineering;FALSE;0
10263;Megan Faller;3270545;71776;Production;FALSE;0
10136;Nicole Fancett;8870697;65902;Production;FALSE;0
10189;Susan Ferguson;5626842;57748;Production;FALSE;0
10308;Nilson Fernandes;4949516;64057;Production;FALSE;0
10309;Boba Fett;2142653;53366;IT/IS;FALSE;0
10049;Libby Fidelia;9081955;58530;Production;FALSE;0
10093;Michael J Fitzpatrick;3325019;72609;Production;FALSE;0
10163;Tanya Foreman;4662441;55965;Production;FALSE;0
10305;Alex Forrest;4457499;70187;Sales;FALSE;0
10015;Jason Foss;6199121;178000;IT/IS;FALSE;0
10080;Amy Foster-Baker;6699595;99351;Admin Offices;FALSE;0
10258;Maruk Fraval;1529993;67251;Sales;FALSE;0
10273;Lisa Galia;8674622;65707;IT/IS;FALSE;0
10111;Raul Garcia;3544585;52249;Production;FALSE;0
10257;Barbara Gaul;3293802;53171;Production;FALSE;0
10159;Mildred Gentry;7127206;51337;Production;FALSE;0
10122;Melisa Gerke;9650712;51505;Production;FALSE;0
10142;Whitney Gill;3084785;59370;Sales;FALSE;0
10283;Alex Gilles;7824722;54933;Production;FALSE;0
10018;Evelyn Girifalco;5508440;57815;Production;FALSE;0
10255;Myriam Givens;3223707;61555;Sales;FALSE;0
10246;Taisha Goble;6361545;114800;IT/IS;FALSE;0
10228;Amon Goeth;3653048;74679;IT/IS;FALSE;0
10243;Shenice Gold;8777285;53018;Production;FALSE;0
10031;Cayo Gonzalez;6244723;59892;Production;FALSE;0
10300;Juan Gonzalez;9071984;68898;Production;FALSE;0
10101;Maria Gonzalez;8473748;61242;IT/IS;FALSE;0
10237;Susan Good;6754118;66825;Production;FALSE;0
10051;David Gordon;4237360;48285;Production;FALSE;0
10218;Phylicia Gosciminski;2732201;66149;Production;FALSE;0
10256;Roxana Goyal;2569509;49256;Production;FALSE;0
10098;Elijiah Gray;7727413;62957;Production;FALSE;0
10059;Paula Gross;3266344;63813;Production;FALSE;0
10234;Hans Gruber;7054755;99020;IT/IS;FALSE;0
10109;Mike Guilianno;7225887;71707;Sales;FALSE;0
10125;Joanne Handschiegl;1776927;54828;Production;FALSE;0
10074;Earnest Hankard;7053091;64246;Production;FALSE;0
10097;Christie Harrington;1872264;52177;Production;FALSE;0
10007;Kara Harrison;4990747;62065;Production;FALSE;0
10129;Anthony Heitzman;8451519;46998;Production;FALSE;0
10075;Trina Hendrickson;1972363;68099;Production;FALSE;0
10167;Alfred Hitchcock;1531087;70545;Sales;FALSE;0
10195;Adrienne J Homberger;5318975;63478;Production;FALSE;0
10112;Jayne Horton;6092523;97999;IT/IS;FALSE;0
10272;Debra Houlihan;1348773;180000;Sales;FALSE;0
10182;Estelle Howard;4795864;49920;Admin Offices;FALSE;0
10248;Jane Hudson;8253981;55425;Production;FALSE;0
10201;Julissa Hunts;9056486;69340;Production;FALSE;0
10214;Rosalie Hutter;5416558;64995;Production;FALSE;0
10160;Ming Huynh;5485691;68182;Production;FALSE;0
10289;Walter Immediato;2408163;83082;Production;FALSE;0
10139;Rose Ivey;3867493;51908;Production;FALSE;0
10227;Maryellen Jackson;5183186;61242;Production;FALSE;0
10236;Hannah Jacobi;2028228;45069;Production;FALSE;0
10009;Tayana Jeannite;3871871;60724;Production;FALSE;0
10060;Sneha Jhaveri;9360344;60436;Production;FALSE;0
10034;George Johnson;8875999;46837;Production;FALSE;0
10156;Noelle Johnson;3363668;105700;IT/IS;FALSE;0
10036;Yen Johnston;1429505;63322;Production;FALSE;0
10138;Judy Jung;9531312;61154;Production;FALSE;0
10244;Donysha Kampew;7757690;68999;Sales;FALSE;0
10192;Kramer Keatts;6226876;50482;Production;FALSE;0
10231;Bartholemew Khemmich;1959844;65310;Sales;FALSE;0
10166;Kathleen Kinsella;8969825;54005;Production;FALSE;0
10170;Alexandra Kirill;1764675;45433;Production;FALSE;0
10208;Bradley J Knapp;4252035;46654;Production;FALSE;0
10176;John Kretschmer;8132937;63973;Production;FALSE;0
10165;Freddy Kreuger;2578105;71339;Sales;FALSE;0
10113;Jyoti Lajiri;3695203;93206;IT/IS;FALSE;0
10092;Hans Landa;7688252;82758;Production;FALSE;0
10106;Lindsey Langford;2553326;66074;Production;FALSE;0
10052;Enrico Langton;4589074;46120;Production;FALSE;0
10038;William LaRotonda;3153472;64520;Admin Offices;FALSE;0
10249;Mohammed Latif;1844891;61962;Production;FALSE;0
10232;Binh Le;7450893;81584;IT/IS;FALSE;0
10087;Dallas Leach;3833809;63676;Production;FALSE;0
10134;Brandon R LeBlanc;9759292;93046;Admin Offices;FALSE;0
10251;Hannibal Lecter;1581490;64738;Production;FALSE;0
10103;Giovanni Leruth;9745004;70468;Sales;FALSE;0
10017;Ketsia Liebig;2047256;77915;Production;FALSE;0
10186;Marilyn Linares;2939930;52624;Production;FALSE;0
10137;Mathew Linden;5803582;63450;Production;FALSE;0
10008;Leonara Lindsay;7163023;51777;IT/IS;FALSE;0
10096;Susan Lundy;8898602;67237;Production;FALSE;0
10035;Lisa Lunquist;7744326;73330;Production;FALSE;0
10057;Allison Lydon;2991120;52057;Production;FALSE;0
10004;Lindsay Lynch;4490715;47434;Production;FALSE;0
10191;Samuel MacLennan;1521129;52788;Production;FALSE;0
10219;Lauren Mahoney;3561407;45395;Production;FALSE;0
10077;Robyn Manchester;4539179;62385;Production;FALSE;0
10073;Karen Mancuso;1779492;68407;Production;FALSE;0
10279;Debbie Mangal;8444449;61349;Production;FALSE;0
10110;Sandra Martin;8285648;105688;Software Engineering;FALSE;0
10053;Shana Maurice;6700148;54132;Production;FALSE;0
10076;B'rigit Carthy;9247488;55315;Production;FALSE;0
10145;Sandy Mckenna;2887617;62810;Production;FALSE;0
10202;Jac McKinzie;8466947;63291;Sales;FALSE;0
10128;Elizabeth Meads;9743493;62659;Production;FALSE;0
10068;Jennifer Medeiros;1324129;55688;Production;FALSE;0
10116;Brannon Miller;6067809;83667;Production;FALSE;0
10298;Ned Miller;5654718;55800;Production;FALSE;0
10213;Erasumus Monkfish;4188021;58207;Production;FALSE;0
10288;Peter Monroe;4697718;157000;IT/IS;FALSE;0
10025;Luisa Monterro;1815726;72460;Production;FALSE;0
10223;Patrick Moran;7371037;72106;Production;FALSE;0
10151;Tanya Morway;2100872;52599;IT/IS;FALSE;0
10254;Dawn Motlagh;5364096;63430;Production;FALSE;0
10120;Maliki Moumanil;1714338;74417;Production;FALSE;0
10216;Michael Myers;3337234;57575;Production;FALSE;0
10079;Kurt Navathe;5650001;87921;IT/IS;FALSE;0
10215;Colombui Ndzi;2211947;50470;Production;FALSE;0
10185;Horia Ndzi;2651407;46664;Production;FALSE;0
10063;Richard Newman;4390354;48495;Production;FALSE;0
10037;Shari Ngodup;1160507;52984;Production;FALSE;0
10042;Dheepa Nguyen;4895933;63695;Sales;FALSE;0
10206;Lei-Ming Nguyen;7094603;62061;Production;FALSE;0
10104;Kristie Nowlan;8595583;66738;Production;FALSE;0
10303;Lynn O'hare;8416764;52674;Production;FALSE;0
10078;Brooke Oliver;5374994;71966;Production;FALSE;0
10121;Jasmine Onque;5845188;63051;Sales;FALSE;0
10021;Adeel Osturnka;6926620;47414;Production;FALSE;0
10281;Clinton Owad;2587392;53060;Production;FALSE;0
10041;Travis Ozark;7390495;68829;Sales;FALSE;0
10148;Nina Panjwani;9433984;63515;Production;FALSE;0
10005;Lucas Patronick;2801106;108987;Software Engineering;FALSE;0
10259;Randall Pearson;2057991;93093;IT/IS;FALSE;0
10286;Martin Smith;4990285;53564;Production;FALSE;0
10297;Ermine Pelletier;9882930;60270;Production;FALSE;0
10171;Shakira Perry;4577726;45998;Production;FALSE;0
10032;Lauren Peters;7818763;57954;Production;FALSE;0
10130;Ebonee Peterson;3033314;74669;Production;FALSE;0
10217;Shana Petingill;1173997;74226;Production;FALSE;0
10016;Thelma Petrowsky;1840198;93554;IT/IS;FALSE;0
10050;Hong Pham;4055663;64724;Production;FALSE;0
10164;Brad Pitt;2736180;47001;Production;FALSE;0
10124;Xana Potts;1152355;61844;Sales;FALSE;0
10187;Morissa Power;9608395;46799;Production;FALSE;0
10225;Louis Punjabhi;7249344;59472;Production;FALSE;0
10262;Janine Purinton;4502827;46430;Production;FALSE;0
10131;Sean Quinn;8817126;83363;Software Engineering;FALSE;0
10239;Maggie Rachael;8534353;95920;IT/IS;FALSE;0
10152;Quinn Rarrick;6628484;61729;Production;FALSE;0
10140;Kylo Ren;4070376;61809;Sales;FALSE;0
10058;Thomas Rhoads;6525901;45115;Production;FALSE;0
10011;Haley Rivera;6065325;46738;Production;FALSE;0
10230;May Roberson;9525827;64971;Production;FALSE;0
10224;Peter Robertson;1042558;55578;Production;FALSE;0
10047;Alain Robinson;3824982;50428;Production;FALSE;0
10285;Cherly Robinson;2861700;61422;Production;FALSE;0
10020;Elias Robinson;7088666;63353;Production;FALSE;0
10162;Lori Roby;2579656;89883;IT/IS;FALSE;0
10149;Bianca Roehrich;3387604;120000;IT/IS;FALSE;0
10086;Katie Roper;1248359;150290;IT/IS;FALSE;0
10054;Ashley Rose;3527317;60627;Production;FALSE;0
10065;Bruno Rossetti;8779857;53180;Production;FALSE;0
10198;Simon Roup;2522200;140920;IT/IS;FALSE;0
10222;Ricardo Ruiz;1528580;148999;IT/IS;FALSE;0
10126;Adell Saada;2776767;86214;Software Engineering;FALSE;0
10295;Melinda Saar-Beckles;2537439;47750;Production;FALSE;0
10260;Nore Sadki;7716315;46428;Production;FALSE;0
10233;Adil Sahoo;7566807;57975;Production;FALSE;0
10229;Jason Salter;8799734;88527;IT/IS;FALSE;0
10169;Kamrin Sander;9178965;56147;Production;FALSE;0
10071;Nori Sewkumar;7388813;50923;Production;FALSE;0
10179;Anita Shepard;5440325;50750;IT/IS;FALSE;0
10091;Seffi Shields;1081436;52087;Production;FALSE;0
10178;Kramer Simard;1534411;87826;IT/IS;FALSE;0
10039;Nan Singh;5962483;51920;Admin Offices;FALSE;0
10095;Constance Sloan;3874191;63878;Production;FALSE;0
10027;Joe Smith;1096859;60656;Production;FALSE;0
10291;John Smith;7864903;72992;Sales;FALSE;0
10153;Leigh Ann Smith;8194581;55000;Admin Offices;FALSE;0
10157;Sade Smith;3212131;58939;Production;FALSE;0
10119;Julia Soto;6767892;66593;IT/IS;FALSE;0
10180;Keyser Soze;5870556;87565;IT/IS;FALSE;0
10302;Taylor Sparks;4806233;64021;Production;FALSE;0
10090;Kelley Spirea;6713238;65714;Production;FALSE;0
10030;Kristen Squatrito;1566944;62425;Production;FALSE;0
10278;Barbara M Stanford;7752791;47961;Production;FALSE;0
10307;Norman Stansfield;8513986;58273;Sales;FALSE;0
10147;Tyrone Steans;2371264;63003;Admin Offices;FALSE;0
10266;Rick Stoica;6953826;61355;Production;FALSE;0
10241;Caitrin Strong;9713082;60120;Sales;FALSE;0
10158;Kissy Sullivan;8702844;63682;Production;FALSE;0
10117;Timothy Sullivan;1633389;63025;Production;FALSE;0
10209;Barbara Sutwell;7965612;59238;Production;FALSE;0
10024;Andrew Szabo;8380282;92989;Software Engineering;FALSE;0
10173;Biff Tannen;7302867;90100;IT/IS;FALSE;0
10221;Desiree Tavares;4251252;60754;Production;FALSE;0
10146;Lenora Tejeda;9959405;72202;Production;FALSE;0
10161;Sharlene Terry;1793175;58370;Sales;FALSE;0
10141;Sophia Theamstern;2206157;48413;Production;FALSE;0
10268;Kenneth Thibaud;9899708;67176;Production;FALSE;0
10123;Jeanette Tippett;4947541;56339;Production;FALSE;0
10013;Jack Torrence;9186860;64397;Sales;FALSE;0
10287;Mei Trang;4814171;63025;Production;FALSE;0
10044;Neville Tredinnick;9005524;75281;IT/IS;FALSE;0
10102;Edward Thomas;3739436;100416;Software Engineering;FALSE;0
10270;Cybil Trzeciak;1952767;74813;Production;FALSE;0
10045;Jumil Turpin;7731268;76029;IT/IS;FALSE;0
10205;Jackie Valentin;9230489;57859;Sales;FALSE;0
10014;Abdellah Veera;4963620;58523;Production;FALSE;0
10144;Vincent Vega;1847753;88976;Production;FALSE;0
10253;Noah Villanueva;9206415;55875;Sales;FALSE;0
10118;Lord Voldemort;3527417;113999;IT/IS;FALSE;0
10022;Colleen Volk;7304957;49773;Production;FALSE;0
10183;Anna Von Massenbach;6225476;62068;Production;FALSE;0
10190;Roger Walker;2903227;66541;Production;FALSE;0
10274;Courtney E Wallace;2195255;80512;Production;FALSE;0
10293;Theresa Wallace;1372802;50274;Production;FALSE;0
10172;Charlie Wang;3635253;84903;IT/IS;FALSE;0
10127;Sarah Warfield;1808807;107226;IT/IS;FALSE;0
10072;Scott Whittier;8275316;58371;Production;FALSE;0
10048;Barry Wilber;3972440;55140;Production;FALSE;0
10204;Annie Wilkes;9439894;58062;Production;FALSE;0
10264;Jacquelyn Williams;7702019;59728;Production;FALSE;0
10033;Jordan Winthrop;3690000;70507;Production;FALSE;0
10174;Hang T Wolk;4712383;60446;Production;FALSE;0
10135;Jason Woodson;1097234;65893;Production;FALSE;0
10301;Catherine Ybarra;2885267;48513;Production;FALSE;0
10010;Jennifer Zamora;3944824;220450;IT/IS;FALSE;0
10043;Julia Zhou;7553899;89292;IT/IS;FALSE;0
10271;Colleen Zima;5617252;45046;Production;FALSE;0
