EmployeeID;FirstName;LastName;SSN;Salary;ManId
278;Sandy;Mckenna;68171916;50178;3
279;Sarah;Akinkuolie;643274595;49920;9
280;Scott;Becker;184737670;49773;3
281;Norman;Stansfield;134601986;49256;6
282;Tyrone;Steans;43634579;48888;11
283;Scott;Whittier;292149905;48513;14
284;Caitrin;Strong;227879045;48495;11
285;Sean;Bernstein;422320185;48413;6
286;Seffi;Shields;585634448;48285;10
287;Shakira;Perry;475660524;47961;2
288;Andrew;Szabo;148552833;47837;4
289;Biff;Tannen;767698260;47750;19
290;Shana;Maurice;735853896;47434;17
291;Shana;Petingill;730242350;47414;9
292;Sharlene;Terry;499177308;47211;1
293;Shari;Ngodup;477746316;47001;9
294;Shenice;Gold;121939252;46998;2
295;Sneha;Jhaveri;497239035;46837;17
296;Jack;Torrence;935342260;46799;8
297;Sophia;Theamstern;734322667;46738;1
298;Neville;Tredinnick;979884488;46664;6
299;Edward;Thomas;218747923;46654;8
300;Spencer;Cole;738043479;46430;9
301;Jumil;Turpin;713461894;46428;2
302;Jackie;Valentin;201432363;46335;3
303;Susan;Ferguson;822808787;46120;13
304;Susan;Good;153022659;45998;15
305;Noah;Villanueva;353129864;45433;10
306;Lord;Voldemort;312593783;45395;18
307;Susan;Lundy;376025774;45115;16
308;Tanya;Foreman;804165182;45069;13
309;Tayana;Jeannite;246733692;45046;6
310;Taylor;Sparks;282916943;96205;14
311;Theresa;Wallace;816326287;80372;15
312;Charlie;Wang;341376596;89864;15
313;Sarah;Warfield;420182984;74899;3
314;Thomas;Barbara;32995068;68920;3
315;Thomas;Rhoads;479247385;92561;18
316;Timothy;Sullivan;289220873;62588;1
317;Trina;Alagbe;853553284;83120;12
318;Trina;Hendrickson;621058716;92738;15
319;Vincent;Vega;71268976;58063;5
320;Vito;Corleone;154237586;80491;16
321;Walter;Immediato;725051092;53727;3
322;Jennifer;Zamora;153742446;86954;14
323;Julia;Zhou;553050368;72613;15
324;Yen;Johnston;386065754;87357;7
