EmployeeID;FirstName;LastName;SSN;Salary;ManId
10036;Yen;Yen;1429505;63322;10234
10202;Jac;Jac;8466947;63291;10149
10261;James;James;1434366;63108;10089
10121;Jasmine;Jasmine;5845188;63051;10199
10287;Mei;Mei;4814171;63025;10015
10117;Timothy;Timothy;1633389;63025;10127
10147;Tyrone;Tyrone;2371264;63003;10149
10238;Mia;Mia;8956357;63000;10172
10098;Elijiah;Elijiah;7727413;62957;10156
10003;Helen;Helen;7285088;62910;10149
10145;Sandy;Sandy;2887617;62810;10149
10128;Elizabeth;Elizabeth;9743493;62659;10127
10211;Amy;Amy;8313976;62514;10290
10026;Wilson;Wilson;7891440;62506;10015
10030;Kristen;Kristen;1566944;62425;10194
10077;Robyn;Robyn;4539179;62385;10149
10181;Benjamin;Benjamin;4460034;62162;10156
10183;Anna;Anna;6225476;62068;10086
10007;Kara;Kara;4990747;62065;10270
10206;Lei-Ming;Lei-Ming;7094603;62061;10081
10249;Mohammed;Mohammed;1844891;61962;10081
10124;Xana;Xana;1152355;61844;10005
10140;Kylo;Kylo;4070376;61809;10272
10152;Quinn;Quinn;6628484;61729;10112
10067;Beatrice;Beatrice;1498713;61656;10010
10284;Lily;Lily;3807902;61584;10127
10306;Alex;Alex;3819632;61568;10156
10255;Myriam;Myriam;3223707;61555;10127
10285;Cherly;Cherly;2861700;61422;10086
10266;Rick;Rick;6953826;61355;10149
10279;Debbie;Debbie;8444449;61349;10019
10101;Maria;Maria;8473748;61242;10199
10227;Maryellen;Maryellen;5183186;61242;10015
10138;Judy;Judy;9531312;61154;10197
10221;Desiree;Desiree;4251252;60754;10108
10009;Tayana;Tayana;3871871;60724;10086
10027;Joe;Joe;1096859;60656;10245
10054;Ashley;Ashley;3527317;60627;10015
10174;Hang;Hang;4712383;60446;10149
10060;Sneha;Sneha;9360344;60436;10172
10154;Donovan;Donovan;7108380;60380;10015
10280;Miguel;Miguel;7603673;60340;10270
10297;Ermine;Ermine;9882930;60270;10112
10241;Caitrin;Caitrin;9713082;60120;10127
10064;Marianne;Marianne;4358228;60070;10156
10031;Cayo;Cayo;6244723;59892;10108
10264;Jacquelyn;Jacquelyn;7702019;59728;10245
10225;Louis;Louis;7249344;59472;10288
10142;Whitney;Whitney;3084785;59370;10081
10269;Phil;Phil;6998258;59369;10112
10062;Sam;Sam;4372448;59365;10199
10209;Barbara;Barbara;7965612;59238;10010
10304;Jenna;Jenna;1112281;59231;10081
10292;Spencer;Spencer;9678349;59144;10199
10296;April;April;6259653;59124;10019
10055;Courtney;Courtney;6294082;59026;10156
10157;Sade;Sade;3212131;58939;10089
10265;Francesco;Francesco;5817088;58709;10019
10049;Libby;Libby;9081955;58530;10010
10014;Abdellah;Abdellah;4963620;58523;10245
10072;Scott;Scott;8275316;58371;10234
10161;Sharlene;Sharlene;1793175;58370;10197
10100;Carla;Carla;1837144;58275;10272
10307;Norman;Norman;8513986;58273;10199
10213;Erasumus;Erasumus;4188021;58207;10015
10204;Annie;Annie;9439894;58062;10270
10233;Adil;Adil;7566807;57975;10086
10032;Lauren;Lauren;7818763;57954;10081
10205;Jackie;Jackie;9230489;57859;10089
10061;Norman;Norman;3895306;57834;10156
10018;Evelyn;Evelyn;5508440;57815;10199
10267;Betsy;Betsy;2277452;57815;10156
10189;Susan;Susan;5626842;57748;10270
10056;Jene'ya;Jene'ya;1872687;57583;10005
10216;Michael;Michael;3337234;57575;10272
10002;Linda;Linda;7681876;57568;10089
10311;Randy;Randy;3255440;56991;10112
10299;Angela;Angela;7734069;56847;10089
10123;Jeanette;Jeanette;4947541;56339;10112
10143;Daniel;Daniel;3084617;56294;10010
10132;Jean;Jean;2804417;56149;10089
10169;Kamrin;Kamrin;9178965;56147;10234
10163;Tanya;Tanya;4662441;55965;10270
10253;Noah;Noah;9206415;55875;10108
10298;Ned;Ned;5654718;55800;10288
10070;James;James;7507814;55722;10199
10068;Jennifer;Jennifer;1324129;55688;10197
10224;Peter;Peter;1042558;55578;10010
10248;Jane;Jane;8253981;55425;10108
10076;B'rigit;B'rigit;9247488;55315;10019
10048;Barry;Barry;3972440;55140;10019
10153;Leigh;Leigh;8194581;55000;10086
10283;Alex;Alex;7824722;54933;10245
10125;Joanne;Joanne;1776927;54828;10197
10252;Rachael;Rachael;9541776;54670;10288
10235;Rex;Rex;6592256;54285;10288
10210;Lin;Lin;8732113;54237;10127
10053;Shana;Shana;6700148;54132;10086
10166;Kathleen;Kathleen;8969825;54005;10086
10286;Martin;Martin;4990285;53564;10086
10177;Donna;Donna;6709804;53492;10197
10309;Boba;Boba;2142653;53366;10234
10277;Scott;Scott;3659298;53250;10156
10310;Carl;Carl;4868910;53189;10005
10065;Bruno;Bruno;8779857;53180;10194
10257;Barbara;Barbara;3293802;53171;10270
10281;Clinton;Clinton;2587392;53060;10015
10243;Shenice;Shenice;8777285;53018;10194
10037;Shari;Shari;1160507;52984;10272
10115;Michael;Michael;6539422;52846;10015
10191;Samuel;Samuel;1521129;52788;10270
10303;Lynn;Lynn;8416764;52674;10112
10186;Marilyn;Marilyn;2939930;52624;10245
10151;Tanya;Tanya;2100872;52599;10272
10066;Nader;Nader;5736681;52505;10199
10111;Raul;Raul;3544585;52249;10172
10097;Christie;Christie;1872264;52177;10156
10091;Seffi;Seffi;1081436;52087;10234
10057;Allison;Allison;2991120;52057;10199
10039;Nan;Nan;5962483;51920;10108
10139;Rose;Rose;3867493;51908;10156
10008;Leonara;Leonara;7163023;51777;10290
10122;Melisa;Melisa;9650712;51505;10172
10159;Mildred;Mildred;7127206;51337;10149
10276;Geoff;Geoff;3801798;51259;10272
10046;Sean;Sean;1387242;51044;10194
10071;Nori;Nori;7388813;50923;10197
10069;Carol;Carol;8091281;50825;10288
10179;Anita;Anita;5440325;50750;10197
10192;Kramer;Kramer;6226876;50482;10172
10215;Colombui;Colombui;2211947;50470;10019
10047;Alain;Alain;3824982;50428;10288
10029;Elijian;Elijian;7849730;50373;10290
10293;Theresa;Theresa;1372802;50274;10010
10250;Alejandro;Alejandro;5250499;50178;10086
10182;Estelle;Estelle;4795864;49920;10112
10022;Colleen;Colleen;7304957;49773;10234
10256;Roxana;Roxana;2569509;49256;10005
10247;Jean;Jean;1225569;48888;10194
10301;Catherine;Catherine;2885267;48513;10089
10063;Richard;Richard;4390354;48495;10272
10141;Sophia;Sophia;2206157;48413;10199
10051;David;David;4237360;48285;10019
10278;Barbara;Barbara;7752791;47961;10290
10114;Linda;Linda;7428781;47837;10005
10295;Melinda;Melinda;2537439;47750;10234
10004;Lindsay;Lindsay;4490715;47434;10234
10021;Adeel;Adeel;6926620;47414;10288
10242;Thomas;Thomas;3971321;47211;10172
10164;Brad;Brad;2736180;47001;10108
10129;Anthony;Anthony;8451519;46998;10108
10034;George;George;8875999;46837;10288
10187;Morissa;Morissa;9608395;46799;10112
10011;Haley;Haley;6065325;46738;10015
10185;Horia;Horia;2651407;46664;10194
10208;Bradley;Bradley;4252035;46654;10270
10262;Janine;Janine;4502827;46430;10015
10260;Nore;Nore;7716315;46428;10197
10207;Denisa;Denisa;9840539;46335;10245
10052;Enrico;Enrico;4589074;46120;10112
10171;Shakira;Shakira;4577726;45998;10010
10170;Alexandra;Alexandra;1764675;45433;10005
10219;Lauren;Lauren;3561407;45395;10270
10058;Thomas;Thomas;6525901;45115;10005
10236;Hannah;Hannah;2028228;45069;10245
10271;Colleen;Colleen;5617252;45046;10234
